20100101,1,1,1,2010
20100102,2,1,1,2010
20100103,3,1,1,2010
20100104,4,1,1,2010
20100105,5,1,1,2010
20100106,6,1,1,2010
20100107,7,1,1,2010
20100108,8,1,1,2010
20100109,9,1,1,2010
20100110,10,1,1,2010
20100111,11,1,1,2010
20100112,12,1,1,2010
20100113,13,1,1,2010
20100114,14,1,1,2010
20100115,15,1,1,2010
20100116,16,1,1,2010
20100117,17,1,1,2010
20100118,18,1,1,2010
20100119,19,1,1,2010
20100120,20,1,1,2010
20100121,21,1,1,2010
20100122,22,1,1,2010
20100123,23,1,1,2010
20100124,24,1,1,2010
20100125,25,1,1,2010
20100126,26,1,1,2010
20100127,27,1,1,2010
20100128,28,1,1,2010
20100129,29,1,1,2010
20100130,30,1,1,2010
20100131,31,1,1,2010
20100201,1,2,1,2010
20100202,2,2,1,2010
20100203,3,2,1,2010
20100204,4,2,1,2010
20100205,5,2,1,2010
20100206,6,2,1,2010
20100207,7,2,1,2010
20100208,8,2,1,2010
20100209,9,2,1,2010
20100210,10,2,1,2010
20100211,11,2,1,2010
20100212,12,2,1,2010
20100213,13,2,1,2010
20100214,14,2,1,2010
20100215,15,2,1,2010
20100216,16,2,1,2010
20100217,17,2,1,2010
20100218,18,2,1,2010
20100219,19,2,1,2010
20100220,20,2,1,2010
20100221,21,2,1,2010
20100222,22,2,1,2010
20100223,23,2,1,2010
20100224,24,2,1,2010
20100225,25,2,1,2010
20100226,26,2,1,2010
20100227,27,2,1,2010
20100228,28,2,1,2010
20100301,1,3,1,2010
20100302,2,3,1,2010
20100303,3,3,1,2010
20100304,4,3,1,2010
20100305,5,3,1,2010
20100306,6,3,1,2010
20100307,7,3,1,2010
20100308,8,3,1,2010
20100309,9,3,1,2010
20100310,10,3,1,2010
20100311,11,3,1,2010
20100312,12,3,1,2010
20100313,13,3,1,2010
20100314,14,3,1,2010
20100315,15,3,1,2010
20100316,16,3,1,2010
20100317,17,3,1,2010
20100318,18,3,1,2010
20100319,19,3,1,2010
20100320,20,3,1,2010
20100321,21,3,1,2010
20100322,22,3,1,2010
20100323,23,3,1,2010
20100324,24,3,1,2010
20100325,25,3,1,2010
20100326,26,3,1,2010
20100327,27,3,1,2010
20100328,28,3,1,2010
20100329,29,3,1,2010
20100330,30,3,1,2010
20100331,31,3,1,2010
20100401,1,4,2,2010
20100402,2,4,2,2010
20100403,3,4,2,2010
20100404,4,4,2,2010
20100405,5,4,2,2010
20100406,6,4,2,2010
20100407,7,4,2,2010
20100408,8,4,2,2010
20100409,9,4,2,2010
20100410,10,4,2,2010
20100411,11,4,2,2010
20100412,12,4,2,2010
20100413,13,4,2,2010
20100414,14,4,2,2010
20100415,15,4,2,2010
20100416,16,4,2,2010
20100417,17,4,2,2010
20100418,18,4,2,2010
20100419,19,4,2,2010
20100420,20,4,2,2010
20100421,21,4,2,2010
20100422,22,4,2,2010
20100423,23,4,2,2010
20100424,24,4,2,2010
20100425,25,4,2,2010
20100426,26,4,2,2010
20100427,27,4,2,2010
20100428,28,4,2,2010
20100429,29,4,2,2010
20100430,30,4,2,2010
20100501,1,5,2,2010
20100502,2,5,2,2010
20100503,3,5,2,2010
20100504,4,5,2,2010
20100505,5,5,2,2010
20100506,6,5,2,2010
20100507,7,5,2,2010
20100508,8,5,2,2010
20100509,9,5,2,2010
20100510,10,5,2,2010
20100511,11,5,2,2010
20100512,12,5,2,2010
20100513,13,5,2,2010
20100514,14,5,2,2010
20100515,15,5,2,2010
20100516,16,5,2,2010
20100517,17,5,2,2010
20100518,18,5,2,2010
20100519,19,5,2,2010
20100520,20,5,2,2010
20100521,21,5,2,2010
20100522,22,5,2,2010
20100523,23,5,2,2010
20100524,24,5,2,2010
20100525,25,5,2,2010
20100526,26,5,2,2010
20100527,27,5,2,2010
20100528,28,5,2,2010
20100529,29,5,2,2010
20100530,30,5,2,2010
20100531,31,5,2,2010
20100601,1,6,2,2010
20100602,2,6,2,2010
20100603,3,6,2,2010
20100604,4,6,2,2010
20100605,5,6,2,2010
20100606,6,6,2,2010
20100607,7,6,2,2010
20100608,8,6,2,2010
20100609,9,6,2,2010
20100610,10,6,2,2010
20100611,11,6,2,2010
20100612,12,6,2,2010
20100613,13,6,2,2010
20100614,14,6,2,2010
20100615,15,6,2,2010
20100616,16,6,2,2010
20100617,17,6,2,2010
20100618,18,6,2,2010
20100619,19,6,2,2010
20100620,20,6,2,2010
20100621,21,6,2,2010
20100622,22,6,2,2010
20100623,23,6,2,2010
20100624,24,6,2,2010
20100625,25,6,2,2010
20100626,26,6,2,2010
20100627,27,6,2,2010
20100628,28,6,2,2010
20100629,29,6,2,2010
20100630,30,6,2,2010
20100701,1,7,3,2010
20100702,2,7,3,2010
20100703,3,7,3,2010
20100704,4,7,3,2010
20100705,5,7,3,2010
20100706,6,7,3,2010
20100707,7,7,3,2010
20100708,8,7,3,2010
20100709,9,7,3,2010
20100710,10,7,3,2010
20100711,11,7,3,2010
20100712,12,7,3,2010
20100713,13,7,3,2010
20100714,14,7,3,2010
20100715,15,7,3,2010
20100716,16,7,3,2010
20100717,17,7,3,2010
20100718,18,7,3,2010
20100719,19,7,3,2010
20100720,20,7,3,2010
20100721,21,7,3,2010
20100722,22,7,3,2010
20100723,23,7,3,2010
20100724,24,7,3,2010
20100725,25,7,3,2010
20100726,26,7,3,2010
20100727,27,7,3,2010
20100728,28,7,3,2010
20100729,29,7,3,2010
20100730,30,7,3,2010
20100731,31,7,3,2010
20100801,1,8,3,2010
20100802,2,8,3,2010
20100803,3,8,3,2010
20100804,4,8,3,2010
20100805,5,8,3,2010
20100806,6,8,3,2010
20100807,7,8,3,2010
20100808,8,8,3,2010
20100809,9,8,3,2010
20100810,10,8,3,2010
20100811,11,8,3,2010
20100812,12,8,3,2010
20100813,13,8,3,2010
20100814,14,8,3,2010
20100815,15,8,3,2010
20100816,16,8,3,2010
20100817,17,8,3,2010
20100818,18,8,3,2010
20100819,19,8,3,2010
20100820,20,8,3,2010
20100821,21,8,3,2010
20100822,22,8,3,2010
20100823,23,8,3,2010
20100824,24,8,3,2010
20100825,25,8,3,2010
20100826,26,8,3,2010
20100827,27,8,3,2010
20100828,28,8,3,2010
20100829,29,8,3,2010
20100830,30,8,3,2010
20100831,31,8,3,2010
20100901,1,9,3,2010
20100902,2,9,3,2010
20100903,3,9,3,2010
20100904,4,9,3,2010
20100905,5,9,3,2010
20100906,6,9,3,2010
20100907,7,9,3,2010
20100908,8,9,3,2010
20100909,9,9,3,2010
20100910,10,9,3,2010
20100911,11,9,3,2010
20100912,12,9,3,2010
20100913,13,9,3,2010
20100914,14,9,3,2010
20100915,15,9,3,2010
20100916,16,9,3,2010
20100917,17,9,3,2010
20100918,18,9,3,2010
20100919,19,9,3,2010
20100920,20,9,3,2010
20100921,21,9,3,2010
20100922,22,9,3,2010
20100923,23,9,3,2010
20100924,24,9,3,2010
20100925,25,9,3,2010
20100926,26,9,3,2010
20100927,27,9,3,2010
20100928,28,9,3,2010
20100929,29,9,3,2010
20100930,30,9,3,2010
20101001,1,10,4,2010
20101002,2,10,4,2010
20101003,3,10,4,2010
20101004,4,10,4,2010
20101005,5,10,4,2010
20101006,6,10,4,2010
20101007,7,10,4,2010
20101008,8,10,4,2010
20101009,9,10,4,2010
20101010,10,10,4,2010
20101011,11,10,4,2010
